Stock Name,Symbol
KBC GLOBAL LIMITED,KBCGLOBAL-EQ
AUTHUM INVEST & INFRA LTD,AIIL-EQ
GLOSTER LIMITED,GLOSTERLTD-EQ
ASIAN PAINTS LIMITED,ASIANPAINT-EQ
JNK INDIA LIMITED,JNKINDIA-EQ
MUTHOOT FINANCE LIMITED,MUTHOOTFIN-EQ
INDEGENE LIMITED,INDGN-EQ
AADHAR HOUSING FINANCE L,AADHARHFC-EQ
TBO TEK LIMITED,TBOTEK-EQ
GO DIGIT GENERAL INS LTD,GODIGIT-EQ
NAVNEET EDUCATION LTD,NAVNETEDUL-EQ
AWFIS SPACE SOLUTIONS LTD,AWFIS-EQ
NELCO LTD,NELCO-EQ
SANDHAR TECHNOLOGIES LTD,SANDHAR-EQ
BOROSIL SCIENTIFIC LTD,BOROSCI-EQ
KRONOX LAB SCIENCES LTD,KRONOX-EQ
NEULAND LAB LTD.,NEULANDLAB-EQ
LE TRAVENUES TECHNOLOGY L,IXIGO-EQ
PIRAMAL ENTERPRISES LTD,PEL-EQ
JHS SVENDGAARD RETAIL V L,RETAIL-EQ
DEE DEVELOPMENT ENG LTD,DEEDEV-EQ
AKME FINTRADE (INDIA) LTD,AFIL-EQ
PI INDUSTRIES LTD,PIIND-EQ
SYMPHONY LIMITED,SYMPHONY-EQ
VADILAL INDUSTRIES LTD,VADILALIND-EQ
NILKAMAL LIMITED,NILKAMAL-EQ
RELAXO FOOT LTD.,RELAXO-EQ
STANLEY LIFESTYLES LTD,STANLEY-EQ
OM INFRA LIMITED,OMINFRAL-EQ
ESTER INDUSTRIES LTD,ESTER-EQ
VST TILLERS TRACTORS LTD,VSTTILLERS-EQ
ALLIED BLEND N DISTILS L,ABDL-EQ
RAILTEL CORP OF IND LTD,RAILTEL-EQ
VRAJ IRON AND STEEL LTD,VRAJ-EQ
SHRIRAM - LIQUIDSHRI,LIQUIDSHRI-EQ
RELIABLE DATA SERVICE LTD,RELIABLE-EQ
KARMA ENERGY LIMITED,KARMAENG-EQ
BANSAL WIRE INDUSTRIES L,BANSALWIRE-EQ
NK INDUSTRIES LTD,NKIND-EQ
DELPHI WORLD MONEY LTD,DELPHIFX-EQ
EMCURE PHARMACEUTICALS L,EMCURE-EQ
ASHIANA HOUSING LTD,ASHIANA-EQ
DHANUKA AGRITECH LTD,DHANUKA-EQ
NOCIL LIMITED,NOCIL-EQ
AGI INFRA LIMITED,AGIIL-EQ
FILATEX INDIA LTD,FILATEX-EQ
MAITHAN ALLOYS LTD,MAITHANALL-EQ
SANSTAR LIMITED,SANSTAR-EQ
RUSHIL DECOR LIMITED,RUSHIL-EQ
AVANTEL LIMITED,AVANTEL-EQ
MISHRA DHATU NIGAM LTD,MIDHANI-EQ
AKUMS DRUGS AND PHARMA L,AKUMS-EQ
OIL COUNTRY TUBULAR LTD,OILCOUNTUB-EQ
RUBFILA INTERNATIONAL LTD,RUBFILA-EQ
RAGHAV PRODUCTIVITY ENH L,RPEL-EQ
CEIGALL INDIA LIMITED,CEIGALL-EQ
OIL AND NATURAL GAS CORP.,ONGC-EQ
OLA ELECTRIC MOBILITY LTD,OLAELEC-EQ
UNICOMMERCE ESOLUTIONS L,UNIECOM-EQ
ONWARD TECHNOLOGIES LTD,ONWARDTEC-EQ
MANGAL CREDIT N FINCORP L,MANCREDIT-EQ
SARASWATI SAREE DEPOT LTD,SSDL-EQ
INVENTURE GRO & SEC LTD,INVENTURE-EQ
ORIENT HOTELS LTD,ORIENTHOT-EQ
L&T FINANCE LIMITED,LTF-EQ
ORIENT PAPER AND INDS LTD,ORIENTPPR-EQ
ORIENT TECHNOLOGIES LTD,ORIENTTECH-EQ
SURAJ LIMITED,SURAJLTD-EQ
WINDSOR MACHINES LIMITED,WINDMACHIN-EQ
ADANI ENTERPRISES LIMITED,ADANIENT-EQ
BODAL CHEMICALS LTD,BODALCHEM-EQ
PREMIER ENERGIES LIMITED,PREMIERENE-EQ
ECOS (INDIA) MOB & HOSP L,ECOSMOBLTY-EQ
RAYMOND LIFESTYLE LIMITED,RAYMONDLSL-EQ
BAAZAR STYLE RETAIL LTD,STYLEBAAZA-EQ
BCL INDUSTRIES LIMITED,BCLIND-EQ
GALA PRECISION ENG LTD,GALAPREC-EQ
OSWAL AGRO MILLS LTD,OSWALAGRO-EQ
EUREKA FORBES LIMITED,EUREKAFORB-EQ
TD POWER SYSTEMS LTD.,TDPOWERSYS-EQ
SHREE TIRUPATI BALAJEE L,BALAJEE-EQ
SANOFI CONS HEALTHC IND L,SANOFICONR-EQ
XTGLOBAL INFOTECH LIMITED,XTGLOBAL-EQ
KROSS LIMITED,KROSS-EQ
TOLINS TYRES LIMITED,TOLINS-EQ
BAJAJ HOUSING FINANCE LTD,BAJAJHFL-EQ
P N GADGIL JEWELLERS LTD,PNGJL-EQ
ALEMBIC PHARMA LTD,APLLTD-EQ
VASWANI IND LTD,VASWANI-EQ
P&G HYGIENE & HEALTH CARE,PGHH-EQ
PG ELECTROPLAST LTD,PGEL-EQ
PANAMA PETROCHEM LTD,PANAMAPET-EQ
ARKADE DEVELOPERS LIMITED,ARKADE-EQ
WESTERN CARRIERS (IND) L,WCIL-EQ
NORTHERN ARC CAPITAL LTD,NORTHARC-EQ
PAISALO DIGITAL LIMITED,PAISALO-EQ
ONELIFE CAP ADVISORS LTD,ONELIFECAP-EQ
NIRAJ CEMENT STRUC LTD,NIRAJ-EQ
INDO US BIOTECH LTD,INDOUS-EQ
SHAKTI PUMPS (I) LTD,SHAKTIPUMP-EQ
TRIVENI TURBINE LIMITED,TRITURBINE-EQ
MANBA FINANCE LIMITED,MANBA-EQ
HUHTAMAKI INDIA LIMITED,HUHTAMAKI-EQ
U. Y. FINCORP LIMITED,UYFINCORP-EQ
KRN HEAT EXCHANGE N REF L,KRN-EQ
DIFFUSION ENGINEERS LTD,DIFFNKG-EQ
JAIN DVR EQUITY SHARES,JISLDVREQS-EQ
DYNACONS SYS & SOLN LTD,DSSL-EQ
POLY MEDICURE LIMITED,POLYMED-EQ
RUPA & COMPANY LTD,RUPA-EQ
SHANKAR LAL RAMPAL LTD,SRD-EQ
VIKAS ECOTECH LIMITED,VIKASECO-EQ
APL APOLLO TUBES LTD,APLAPOLLO-EQ
KANANI INDUSTRIES LTD,KANANIIND-EQ
GARUDA CONSTRUCT N ENG L,GARUDA-EQ
LLOYDS ENTERPRISES LTD,LLOYDSENT-EQ
VINTAGE COFFEE N BVRGS L,VINCOFE-EQ
HYUNDAI MOTOR INDIA LTD,HYUNDAI-EQ
AFFORD ROBO & AUTO LTD,AFFORDABLE-EQ
DEEPAK BUILDERS & ENG I L,DBEIL-EQ
MINDA CORPORATION LTD,MINDACORP-EQ
WAAREE ENERGIES LIMITED,WAAREEENER-EQ
3P LAND HOLDINGS LIMITED,3PLAND-EQ
AFCONS INFRASTRUCTURE LTD,AFCONS-EQ
AMJ LAND HOLDINGS LIMITED,AMJLAND-EQ
ADITYA VISION LIMITED,AVL-EQ
LEMON TREE HOTELS LTD,LEMONTREE-EQ
PEARL POLYMERS LTD,PEARLPOLY-EQ
SEAMEC LIMITED,SEAMECLTD-EQ
ATUL LTD,ATUL-EQ
PFIZER LTD,PFIZER-EQ
PCBL CHEMICAL LIMITED,PCBL-EQ
PIDILITE INDUSTRIES LTD,PIDILITIND-EQ
POLYPLEX CORPORATION LTD,POLYPLEX-EQ
CHEMCON SPECIAL CHEM LTD,CHEMCON-EQ
HEXA TRADEX LIMITED,HEXATRADEX-EQ
TRIB BHIMJI ZAVERI LTD,TBZ-EQ
MASTER TRUST LIMITED,MASTERTR-EQ
PRAJ INDUSTRIES LTD,PRAJIND-EQ
SAGILITY INDIA LIMITED,SAGILITY-EQ
ACME SOLAR HOLDINGS LTD,ACMESOLAR-EQ
SWIGGY LIMITED,SWIGGY-EQ
VARDHMAN SPC STEEL LTD,VSSL-EQ
K.P. ENERGY LIMITED,KPEL-EQ
PRAKASH INDUSTRIES LTD,PRAKASH-EQ
KNOWLEDGE MARINE & EN W L,KMEW-EQ
MTAR TECHNOLOGIES LIMITED,MTARTECH-EQ
SWAN ENERGY LIMITED,SWANENERGY-EQ
NIVA BUPA HEALTH INS CO L,NIVABUPA-EQ
SPECIALITY REST LTD,SPECIALITY-EQ
PRECOT LIMITED,PRECOT-EQ
ZINKA LOGISTICS SOL LTD,BLACKBUCK-EQ
BTRFLY GANDHI APPL LTD,BUTTERFLY-EQ
CINELINE INDIA LIMITED,CINELINE-EQ
PRECISION WIRES INDIA LTD,PRECWIRE-EQ
RACL GEARTECH LIMITED,RACLGEAR-EQ
NTPC GREEN ENERGY LIMITED,NTPCGREEN-EQ
ENVIRO INFRA ENGINEERS L,EIEL-EQ
RATTANINDIA ENT LIMITED,RTNINDIA-EQ
SAMPANN UTPADAN INDIA LTD,SAMPANN-EQ
SURAKSHA DIAGNOSTIC LTD,SURAKSHA-EQ
PRISM JOHNSON LIMITED,PRSMJOHNSN-EQ
AUROBINDO PHARMA LTD,AUROPHARMA-EQ
GENERAL INS CORP OF INDIA,GICRE-EQ
INNOVANA THINKLABS LTD,INNOVANA-EQ
AUTOMOTIVE AXLES LIMITED,AUTOAXLES-EQ
JUBILANT INGREVIA LIMITED,JUBLINGREA-EQ
SAI LIFE SCIENCES LIMITED,SAILIFE-EQ
EASY TRIP PLANNERS LTD,EASEMYTRIP-EQ
RSWM LIMITED,RSWM-EQ
VISHAL MEGA MART LIMITED,VMM-EQ
CHEMFAB ALKALIS LIMITED,CHEMFAB-EQ
ONE MOBIKWIK SYSTEMS LTD,MOBIKWIK-EQ
RAJSHREE SUGAR & CHEMICAL,RAJSREESUG-EQ
INVENTURUS KNOWLEDGE SO L,IKS-EQ
ARVEE LABORATORIES I LTD,ARVEE-EQ
RALLIS INDIA LTD,RALLIS-EQ
ANUPAM RASAYAN INDIA LTD,ANURAS-EQ
ANUH PHARMA LIMITED,ANUHPHR-EQ
RANA SUGARS LTD.,RANASUG-EQ
INTERNATIO GEMM INS (I) L,IGIL-EQ
LAXMI ORGANIC INDUS LTD,LXCHEM-EQ
RANE HOLDINGS LIMITED,RANEHOLDIN-EQ
CRAFTSMAN AUTOMATION LTD,CRAFTSMAN-EQ
RAYMOND LTD,RAYMOND-EQ
RASHTRIYA CHEMICALS & FER,RCF-EQ
HI-TECH PIPES LIMITED,HITECH-EQ
MAMATA MACHINERY LIMITED,MAMATA-EQ
TRANSRAIL LIGHTING LTD,TRANSRAILL-EQ
CONCORD ENVIRO SYSTEMS L,CEWATER-EQ
SANATHAN TEXTILES LIMITED,SANATHAN-EQ
VENTIVE HOSPITALITY LTD,VENTIVE-EQ
RELIANCE INDUSTRIES LTD,RELIANCE-EQ
PROZONE REALTY LIMITED,PROZONER-EQ
CARRARO INDIA LIMITED,CARRARO-EQ
SENORES PHARMACEUTICALS L,SENORES-EQ
MAYUR UNIQUOTERS LTD,MAYURUNIQ-EQ
ROSSELL INDIA LIMITED,ROSSELLIND-EQ
DUCON INFRATECHNOLOGIES L,DUCON-EQ
TVS HOLDINGS LIMITED,TVSHLTD-EQ
ZUARI AGRO CHEMICALS LTD,ZUARI-EQ
QUADRANT FUTURE TEK LTD,QUADFUTURE-EQ
RICO AUTO INDUSTRIES LTD,RICOAUTO-EQ
DDEV PLASTIKS IND LTD,DDEVPLSTIK-EQ
CARE RATINGS LIMITED,CARERATING-EQ
RELIANCE INDUSTRIAL INFRA,RIIL-EQ
PC JEWELLER LTD,PCJEWELLER-EQ
INDUS TOWERS LIMITED,INDUSTOWER-EQ
NAVKAR URBANSTRUCTURE LTD,NAVKARURB-EQ
LAXMI DENTAL LIMITED,LAXMIDENTL-EQ
ONESOURCE SPECL PHARMA L,ONESOURCE-EQ
ITC HOTELS LIMITED,ITCHOTELS-EQ
DENTA WATER N INFRA SOL L,DENTA-EQ
VMART RETAIL LTD,VMART-EQ
THE RUBY MILLS LTD,RUBYMILLS-EQ
MOHIT INDUSTRIES LTD,MOHITIND-EQ
SUPREME HOLDIN N HOSP I L,SUPREME-EQ
DR AGARWALS HEALTH CARE L,AGARWALEYE-EQ
MOSCHIP TECHNOLOGIES LTD,MOSCHIP-EQ
PROTEAN EGOV TECHNO LTD,PROTEAN-EQ
MAGELLANIC CLOUD LIMITED,MCLOUD-EQ
NIBE LIMITED,NIBE-EQ
KALYAN JEWELLERS IND LTD,KALYANKJIL-EQ
NATURAL CAPSULES LIMITED,NATCAPSUQ-EQ
JUBILANT AGRI N CON PRO L,JUBLCPL-EQ
REPCO HOME FINANCE LTD,REPCOHOME-EQ
AJAX ENGINEERING LIMITED,AJAXENGG-EQ
STEEL AUTHORITY OF INDIA,SAIL-EQ
HEXAWARE TECHNOLOGIES LTD,HEXT-EQ
INDEF MANUFACTURING LTD,BAJAJINDEF-EQ
SAKTHI SUGARS LTD,SAKHTISUG-EQ
SURYODAY SMALL FIN BK LTD,SURYODAY-EQ
ORIENT ELECTRIC LIMITED,ORIENTELEC-EQ
GUJARAT THEMIS BIOSYN LTD,GUJTHEM-EQ
NAZARA TECHNOLOGIES LTD,NAZARA-EQ
VISAGAR POLYTEX LTD,VIVIDHA-EQ
SANDESH LTD,SANDESH-EQ
JUSTDIAL LTD.,JUSTDIAL-EQ
SANGHI INDUSTRIES LTD,SANGHIIND-EQ
WONDERLA HOLIDAYS LTD.,WONDERLA-EQ
ATUL AUTO LIMITED,ATULAUTO-EQ
ORIENT CEMENT LTD.,ORIENTCEM-EQ
KOHINOOR FOODS LIMITED,KOHINOOR-EQ
ADITYA BIRLA FASHION & RT,ABFRL-EQ
SAMMAAN CAPITAL LIMITED,SAMMAANCAP-EQ
PRABHA ENERGY LIMITED,PRABHA-EQ
SAURASHTRA CEMENT LIMITED,SAURASHCEM-EQ
SAVITA OIL TECHNOLO. LTD,SOTL-EQ
JINDAL SAW LIMITED,JINDALSAW-EQ
ISHAN DYES N CHEMICALS L,ISHANCH-EQ
INTEGRA ESSENTIA LIMITED,ESSENTIA-EQ
STATE BANK OF INDIA,SBIN-EQ
SPECTRUM ELECTRIC IND LTD,SPECTRUM-EQ
SHIPPING CORP OF INDIA LT,SCI-EQ
BAJAJ HOLDINGS & INVS LTD,BAJAJHLDNG-EQ
VEDANTA LIMITED,VEDL-EQ
SESHASAYEE PAPER & BOARDS,SESHAPAPER-EQ
SHANTHI GEARS LTD,SHANTIGEAR-EQ
BAJAJ HINDUSTHAN SUGAR LT,BAJAJHIND-EQ
INDOSTAR CAPITAL FIN LTD,INDOSTAR-EQ
SHREE DIGVIJAY CEM CO LTD,SHREDIGCEM-EQ
THOMAS SCOTT (INDIA) LTD,THOMASCOTT-EQ
SHREE CEMENT LIMITED,SHREECEM-EQ
DB (INT) STOCK BROKERS,DBSTOCKBRO-EQ
COMPUCOM SOFTWARE LTD,COMPUSOFT-EQ
RHI MAGNESITA INDIA LTD,RHIM-EQ
MULTI COMMODITY EXCHANGE,MCX-EQ
TUBE INVEST OF INDIA LTD,TIINDIA-EQ
NANDAN DENIM LIMITED,NDL-EQ
BARBEQUE NATION HOSP. LTD,BARBEQUE-EQ
TRANSWORLD SHIP LINES LTD,TRANSWORLD-EQ
HONDA I POWER PRODUCT LTD,HONDAPOWER-EQ
NBCC (INDIA) LIMITED,NBCC-EQ
ORBIT EXPORTS LIMITED,ORBTEXP-EQ
BOROSIL RENEWABLES LTD,BORORENEW-EQ
SIEMENS LTD,SIEMENS-EQ
JIND POL INV & FIN CO LTD,JPOLYINVST-EQ
SIMPLEX INFRASTRUCTURES L,SIMPLEXINF-EQ
BAJAJ FINANCE LIMITED,BAJFINANCE-EQ
SREELEATHERS LIMITED,SREEL-EQ
SKF INDIA LTD,SKFINDIA-EQ
MACROTECH DEVELOPERS LTD,LODHA-EQ
JTEKT INDIA LIMITED,JTEKTINDIA-EQ
ANGEL ONE LIMITED,ANGELONE-EQ
NITIRAJ ENGINEERS LTD,NITIRAJ-EQ
SPIC LTD,SPIC-EQ
SRF LTD,SRF-EQ
STAR PAPER MILLS LTD,STARPAPER-EQ
DEEP INDUSTRIES LIMITED,DEEPINDS-EQ
MODISON LIMITED,MODISONLTD-EQ
SPML INFRA LIMITED,SPMLINFRA-EQ
SUBROS LIMITED,SUBROS-EQ
SUDARSHAN CHEMICAL INDS L,SUDARSCHEM-EQ
ISGEC HEAVY ENG LTD,ISGEC-EQ
SUNDARAM FINANCE LTD,SUNDARMFIN-EQ
SUNDRAM FASTENERS LTD,SUNDRMFAST-EQ
SUNFLAG IRON AND STEEL CO,SUNFLAG-EQ
BALKRISHNA IND. LTD,BALKRISIND-EQ
SUN PHARMACEUTICAL IND L,SUNPHARMA-EQ
SUPER SPINNING MILLS LTD,SUPERSPIN-EQ
SUPREME INDUSTRIES LTD,SUPREMEIND-EQ
SURYA ROSHNI LTD,SURYAROSNI-EQ
BALMER LAWRIE & CO LTD,BALMLAWRIE-EQ
SWARAJ ENGINES LTD,SWARAJENG-EQ
SML ISUZU LIMITED,SMLISUZU-EQ
AGARWAL INDS CORP LTD.,AGARIND-EQ
TAINWALA CHEMICAL AND PLA,TAINWALCHM-EQ
ADOR WELDING LTD,ADOR-EQ
AJOONI BIOTECH LIMITED,AJOONI-EQ
TATA CHEMICALS LTD,TATACHEM-EQ
TATA ELXSI LIMITED,TATAELXSI-EQ
HONEYWELL AUTOMATION IND,HONAUT-EQ
COMPUTER AGE MNGT SER LTD,CAMS-EQ
TATA POWER CO LTD,TATAPOWER-EQ
TATA CONSUMER PRODUCT LTD,TATACONSUM-EQ
TATA MOTORS LIMITED,TATAMOTORS-EQ
TOURISM FINANCE CORP. OF,TFCILTD-EQ
BANARAS BEADS LTD,BANARBEADS-EQ
THERMAX LTD,THERMAX-EQ
THOMAS COOK (INDIA) LTD,THOMASCOOK-EQ
CHAMAN LAL SETIA EXP LTD,CLSEL-EQ
THIRUMALAI CHEMICALS LTD,TIRUMALCHM-EQ
TATA STEEL LIMITED,TATASTEEL-EQ
BANNARI AMMAN SUGARS LTD,BANARISUG-EQ
TITAN COMPANY LIMITED,TITAN-EQ
TAMILNADU PETROPRODUCTS L,TNPETRO-EQ
TAMILNADU TELECOMMUNICATI,TNTELE-EQ
TORRENT PHARMACEUTICALS L,TORNTPHARM-EQ
TTK PRESTIGE LTD,TTKPRESTIG-EQ
ADANI GREEN ENERGY LTD,ADANIGREEN-EQ
NIPPON L I A M LTD,NAM-INDIA-EQ
UCAL LIMITED,UCAL-EQ
UNICHEM LABORATORIES LTD,UNICHEMLAB-EQ
MOKSH ORNAMENTS LIMITED,MOKSH-EQ
RAJ OIL MILLS LIMITED,ROML-EQ
UNIVERSAL CABLES LTD,UNIVCABLES-EQ
JUBILANT PHARMOVA LTD,JUBLPHARMA-EQ
VARDHMAN POLYTEX LTD.,VARDMNPOLY-EQ
SOLARA ACTIVE PHA SCI LTD,SOLARA-EQ
VESUVIUS INDIA LTD,VESUVIUS-EQ
BASF INDIA LTD,BASF-EQ
VINDHYA TELELINKS LTD,VINDHYATEL-EQ
VIP INDUSTRIES LTD,VIPIND-EQ
BATA INDIA LTD,BATAINDIA-EQ
VLS FINANCE LTD,VLSFINANCE-EQ
VOLTAS LTD,VOLTAS-EQ
TATA COMMUNICATIONS LTD,TATACOMM-EQ
VST INDUSTRIES LTD,VSTIND-EQ
ANMOL INDIA LIMITED,ANMOL-EQ
FINE ORGANIC IND. LTD.,FINEORG-EQ
WEIZMANN LTD,WEIZMANIND-EQ
VENKY S (INDIA) LIMITED,VENKEYS-EQ
RITES LIMITED,RITES-EQ
WHEELS INDIA LTD,WHEELS-EQ
WILLIAMSON MAGOR,WILLAMAGOR-EQ
INOX WIND ENERGY LIMITED,IWEL-EQ
WIPRO LTD,WIPRO-EQ
WEST COAST PAPER MILLS LT,WSTCSTPAPR-EQ
BOMBAY BURMAH TRADING COR,BBTC-EQ
SINTERCOM INDIA LIMITED,SINTERCOM-EQ
ZEE ENTERTAINMENT ENT LTD,ZEEL-EQ
ARIHANT CAPITAL MKTS LTD,ARIHANTCAP-EQ
ZODIAC CLOTHING CO. LTD.,ZODIACLOTH-EQ
ZUARI INDUSTRIES LIMITED,ZUARIIND-EQ
BHARAT ELECTRONICS LTD,BEL-EQ
BHARAT RASAYAN LTD,BHARATRAS-EQ
TOKYO PLAST INTL LTD,TOKYOPLAST-EQ
MAHINDRA LOGISTIC LIMITED,MAHLOG-EQ
VARROC ENGINEERING LTD.,VARROC-EQ
SOMANY CERAMICS LIMITED,SOMANYCERA-EQ
HATSUN AGRO PRODUCT LTD.,HATSUN-EQ
CAPLIN POINT LAB LTD.,CAPLIPOINT-EQ
PREMIER POLYFILM LTD,PREMIERPOL-EQ
NATCO PHARMA LTD.,NATCOPHARM-EQ
BEML LIMITED,BEML-EQ
GOCL CORPORATION LIMITED,GOCLCORP-EQ
REMSONS INDUSTRIES LTD,REMSONSIND-EQ
PARAS PETROFILS LTD.,PARASPETRO-EQ
TAMILNADU NEWSPRT & PAPER,TNPL-EQ
GREENPLY INDUSTRIES LTD,GREENPLY-EQ
THE NEW INDIA ASSU CO LTD,NIACL-EQ
21ST CENTURY MGMT SERVICE,21STCENMGM-EQ
AEGIS LOGISTICS LIMITED,AEGISLOG-EQ
CORAL INDIA FIN & HOUS LT,CORALFINAC-EQ
PVP VENTURES LIMITED,PVP-EQ
NAVA LIMITED,NAVA-EQ
BERGER PAINTS (I) LTD,BERGEPAINT-EQ
EIMCO ELECON (INDIA) LTD,EIMCOELECO-EQ
JAYANT AGRO ORGANICS LTD,JAYAGROGN-EQ
PANACEA BIOTEC LTD,PANACEABIO-EQ
CUBEX TUBINGS LTD,CUBEXTUB-EQ
MARICO LIMITED,MARICO-EQ
SIL INVESTMENTS LIMITED,SILINV-EQ
HB STOCKHOLDINGS LIMITED,HBSL-EQ
SAMBHAAV MEDIA LTD,SAMBHAAV-EQ
ZENITH EXPORTS LTD,ZENITHEXPO-EQ
SUNDARAM BRAK LININGS LTD,SUNDRMBRAK-EQ
SANGAM (INDIA) LTD,SANGAMIND-EQ
BHANSALI ENG. POLYMERS LT,BEPL-EQ
SOMA TEXTILES & INDUST LT,SOMATEX-EQ
SAMVRDHNA MTHRSN INTL LTD,MOTHERSON-EQ
BHARAT FORGE LTD,BHARATFORG-EQ
VISAKA INDUSTRIES LIMITED,VISAKAIND-EQ
WENDT (INDIA) LIMITED,WENDT-EQ
BHARAT GEARS LTD.,BHARATGEAR-EQ
DE NORA INDIA LIMITED,DENORA-EQ
STERLING TOOLS LIMITED,STERTOOLS-EQ
SHRIRAM FINANCE LIMITED,SHRIRAMFIN-EQ
PUNJAB CHEM & CROP PROT L,PUNJABCHEM-EQ
IFGL REFRACTORIES LIMITED,IFGLEXPOR-EQ
BHEL,BHEL-EQ
GULF OIL LUB. IND. LTD.,GULFOILLUB-EQ
MIRZA INTERNATIONAL LIMIT,MIRZAINT-EQ
JAGSONPAL PHARMACEUTICALS,JAGSNPHARM-EQ
CREDITACCESS GRAMEEN LTD,CREDITACC-EQ
INDIAN CARD CLOTHING CO.,INDIANCARD-EQ
5PAISA CAPITAL LIMITED,5PAISA-EQ
ELECTROTHERM (I) LTD.,ELECTHERM-EQ
AARTI DRUGS LTD.,AARTIDRUGS-EQ
ALKYL AMINES CHEM. LTD,ALKYLAMINE-EQ
JOHNSON CONTROLS HITACHI,JCHAC-EQ
MPHASIS LIMITED,MPHASIS-EQ
DYNAMATIC TECHNOLOGIES,DYNAMATECH-EQ
KOTHARI PETROCHEM LTD,KOTHARIPET-EQ
HERITAGE FOODS LTD,HERITGFOOD-EQ
SHIVALIK BIMETAL CON. LTD,SBCL-EQ
BANK OF BARODA,BANKBARODA-EQ
HDFC LIFE INS CO LTD,HDFCLIFE-EQ
SONA BLW PRECISION FRGS L,SONACOMS-EQ
SHYAM METALICS AND ENGY L,SHYAMMETL-EQ
OSWAL GREENTECH LIMITED,OSWALGREEN-EQ
GAIL (INDIA) LTD,GAIL-EQ
3M INDIA LIMITED,3MINDIA-EQ
BANK OF INDIA,BANKINDIA-EQ
INDIA NIPPON ELECT  LTD,INDNIPPON-EQ
CONTAINER CORP OF IND LTD,CONCOR-EQ
INDRAPRASTHA MEDICAL CORP,INDRAMEDCO-EQ
BIRLA CABLE LIMITED,BIRLACABLE-EQ
TCI FINANCE LTD,TCIFINANCE-EQ
HAPPIEST MINDS TECHNO LTD,HAPPSTMNDS-EQ
BIRLA CORPORATION LTD,BIRLACORPN-EQ
KCP SUGAR IND CORP LTD.,KCPSUGIND-EQ
DODLA DAIRY LIMITED,DODLA-EQ
SNOWMAN LOGISTICS LTD.,SNOWMAN-EQ
KRISHNA INST OF MED SCI L,KIMS-EQ
IND SWIFT LABORATORIES LT,INDSWFTLAB-EQ
ICE MAKE REFRIGERAT LTD,ICEMAKE-EQ
SAREGAMA INDIA LIMITED,SAREGAMA-EQ
FDC LIMITED,FDC-EQ
ENGINEERS INDIA LTD,ENGINERSIN-EQ
MADRAS FERTILISERS LTD,MADRASFERT-EQ
HINDCON CHEMICALS LIMITED,HINDCON-EQ
INDIA PESTICIDES LIMITED,IPL-EQ
BLUE DART EXPRESS LTD,BLUEDART-EQ
ADROIT INFOTECH LIMITED,ADROITINFO-EQ
GANGA FORGING LIMITED,GANGAFORGE-EQ
ICICI BANK LTD.,ICICIBANK-EQ
IRCON INTERNATIONAL LTD,IRCON-EQ
SHARDA CROPCHEM LTD.,SHARDACROP-EQ
CLEAN SCIENCE & TECH LTD,CLEAN-EQ
G R INFRAPROJECTS LIMITED,GRINFRA-EQ
MAZAGON DOCK SHIPBUIL LTD,MAZDOCK-EQ
ETERNAL LIMITED,ETERNAL-EQ
KPI GREEN ENERGY LIMITED,KPIGREEN-EQ
SYNERGY GREEN IND. LTD,SGIL-EQ
BOMBAY DYEING & MFG. CO L,BOMDYEING-EQ
CIGNITI TECHNOLOGIES LTD,CIGNITITEC-EQ
JAI CORP LIMITED,JAICORPLTD-EQ
TATVA CHIN PHARM CHEM LTD,TATVA-EQ
STYLAM INDUSTRIES LIMITED,STYLAMIND-EQ
ANTARCTICA LTD,ANTGRAPHIC-EQ
GUJARAT MINERAL DEV CORP,GMDCLTD-EQ
MAHA RASHTRA APEX COPR. L,MAHAPEXLTD-EQ
INDUSIND BANK LIMITED,INDUSINDBK-EQ
BHARAT PETROLEUM CORP  LT,BPCL-EQ
PDS LIMITED,PDSL-EQ
ALIVUS LIFE SCIENCES LTD,ALIVUS-EQ
ROLEX RINGS LIMITED,ROLEXRINGS-EQ
PRITIKA AUTO INDUS LTD,PRITIKAUTO-EQ
BPL LTD,BPL-EQ
UGRO CAPITAL LIMITED,UGROCAP-EQ
KRSNAA DIAGNOSTICS LTD,KRSNAA-EQ
WINDLAS BIOTECH LIMITED,WINDLAS-EQ
DEVYANI INTERNATIONAL LTD,DEVYANI-EQ
ASAHI INDIA GLASS LIMITED,ASAHIINDIA-EQ
EPIGRAL LIMITED,EPIGRAL-EQ
AAVAS FINANCIERS LIMITED,AAVAS-EQ
MEGHMANI ORGANICS LIMITED,MOL-EQ
NAKODA GROUP OF IND. LTD,NGIL-EQ
CARTRADE TECH LIMITED,CARTRADE-EQ
NUVOCO VISTAS CORP LTD,NUVOCO-EQ
TRIGYN TECHNOLOGIES LTD,TRIGYN-EQ
CHEMPLAST SANMAR LIMITED,CHEMPLASTS-EQ
BRITANNIA INDUSTRIES LTD,BRITANNIA-EQ
GARDEN REACH SHIP&ENG LTD,GRSE-EQ
YUKEN INDIA LIMITED,YUKEN-EQ
SERVOTECH REN POW SYS LTD,SERVOTECH-EQ
NANDANI CREATION LIMITED,JAIPURKURT-EQ
KOTHARI PRODUCTS LTD,KOTHARIPRO-EQ
ABM INTERNATIONAL LTD,ABMINTLLTD-EQ
